"SEASON_YEAR(축제연도)","FEST_NM(축제명)","SECTOR_CD(섹터코드)","YYYYMMDD(년월일)","C_CD(업종코드)","GEN_CD(성별코드)","AGE_CD(연령대별코드)","INFLOW_CD(유입지코드)","TIME(시간대)","SUM_MONEY(매출_금액합)","SUM_COUNT(매출_건수합)"
"2015","김치","1","20151022","편의점","F","20대초반이하","11320105","01:오전",99999999,99
"2015","김치","1","20151022","편의점","M","20대초반이하","11320105","01:오전",99999999,99
"2015","김치","1","20151022","편의점","M","20대초반이하","11320105","05:늦은저녁",99999999,99
"2015","김치","1","20151022","편의점","M","20대초반이하","11320105","06:심야",99999999,99
"2015","김치","1","20151022","편의점","F","20대후반","11320105","01:오전",99999999,99
"2015","김치","1","20151022","편의점","F","20대후반","11320105","02:점심",99999999,99
"2015","김치","1","20151022","편의점","F","20대후반","11320105","03:오후",99999999,99
"2015","김치","1","20151022","편의점","M","20대후반","11320105","04:저녁",99999999,99
"2015","김치","1","20151022","편의점","M","30대초반","11320105","03:오후",99999999,99
"2015","김치","1","20151022","편의점","M","30대초반","11320105","04:저녁",99999999,99
"2015","김치","1","20151022","편의점","F","30대후반","11320105","02:점심",99999999,99
"2015","김치","1","20151022","편의점","M","30대후반","11320105","03:오후",99999999,99
"2015","김치","1","20151022","편의점","F","50대후반","11320105","01:오전",99999999,99
"2015","김치","1","20151022","편의점","F","20대초반이하","11320106","01:오전",99999999,99
"2015","김치","1","20151022","편의점","F","20대초반이하","11320106","03:오후",99999999,99
"2015","김치","1","20151022","편의점","F","20대초반이하","11320106","04:저녁",99999999,99
"2015","김치","1","20151022","편의점","M","20대초반이하","11320106","06:심야",99999999,99
"2015","김치","1","20151022","편의점","F","20대후반","11320106","02:점심",99999999,99
"2015","김치","1","20151022","편의점","F","20대후반","11320106","04:저녁",99999999,99
"2015","김치","1","20151022","편의점","M","20대후반","11320106","01:오전",99999999,99
"2015","김치","1","20151022","편의점","M","20대후반","11320106","03:오후",99999999,99
"2015","김치","1","20151022","편의점","M","20대후반","11320106","04:저녁",99999999,99
"2015","김치","1","20151022","편의점","M","30대초반","11320106","03:오후",99999999,99
"2015","김치","1","20151022","편의점","M","30대초반","11320106","04:저녁",99999999,99
"2015","김치","1","20151022","편의점","F","30대후반","11320106","02:점심",99999999,99
"2015","김치","1","20151022","편의점","M","40대후반","11320106","01:오전",99999999,99
"2015","김치","1","20151022","편의점","M","50대초반","11320106","01:오전",99999999,99
"2015","김치","1","20151022","편의점","F","20대초반이하","11320107","01:오전",99999999,99
"2015","김치","1","20151022","편의점","F","20대초반이하","11320107","03:오후",99999999,99
"2015","김치","1","20151022","편의점","F","20대초반이하","11320107","05:늦은저녁",99999999,99
"2015","김치","1","20151022","편의점","M","20대초반이하","11320107","01:오전",99999999,99
"2015","김치","1","20151022","편의점","M","20대초반이하","11320107","02:점심",99999999,99
"2015","김치","1","20151022","편의점","M","20대초반이하","11320107","06:심야",99999999,99
"2015","김치","1","20151022","편의점","F","20대후반","11320107","01:오전",99999999,99
"2015","김치","1","20151022","편의점","F","20대후반","11320107","05:늦은저녁",99999999,99
"2015","김치","1","20151022","편의점","M","20대후반","11320107","02:점심",99999999,99
"2015","김치","1","20151022","편의점","M","20대후반","11320107","05:늦은저녁",99999999,99
"2015","김치","1","20151022","편의점","F","30대초반","11320107","02:점심",99999999,99
"2015","김치","1","20151022","편의점","M","30대초반","11320107","01:오전",99999999,99
"2015","김치","1","20151022","편의점","M","30대초반","11320107","02:점심",99999999,99
"2015","김치","1","20151022","편의점","M","30대초반","11320107","04:저녁",99999999,99
"2015","김치","1","20151022","편의점","F","30대후반","11320107","02:점심",99999999,99
"2015","김치","1","20151022","편의점","F","40대초반","11320107","02:점심",99999999,99
"2015","김치","1","20151022","편의점","M","40대초반","11320107","01:오전",99999999,99
"2015","김치","1","20151022","편의점","M","40대초반","11320107","03:오후",99999999,99
"2015","김치","1","20151022","편의점","F","50대초반","11320107","03:오후",99999999,99
"2015","김치","1","20151022","편의점","M","50대초반","11320107","02:점심",99999999,99
"2015","김치","1","20151022","편의점","M","50대초반","11320107","06:심야",99999999,99
"2015","김치","1","20151022","편의점","F","50대후반","11320107","03:오후",99999999,99
"2015","김치","1","20151022","편의점","F","20대초반이하","11320108","04:저녁",99999999,99
"2015","김치","1","20151022","편의점","M","20대초반이하","11320108","01:오전",99999999,99
"2015","김치","1","20151022","편의점","M","20대초반이하","11320108","02:점심",99999999,99
"2015","김치","1","20151022","편의점","M","20대초반이하","11320108","05:늦은저녁",99999999,99
"2015","김치","1","20151022","편의점","F","20대후반","11320108","02:점심",99999999,99
"2015","김치","1","20151022","편의점","F","20대후반","11320108","04:저녁",99999999,99
"2015","김치","1","20151022","편의점","M","20대후반","11320108","01:오전",99999999,99
"2015","김치","1","20151022","편의점","F","30대후반","11320108","02:점심",99999999,99
"2015","김치","1","20151022","편의점","M","30대후반","11320108","01:오전",99999999,99
"2015","김치","1","20151022","편의점","M","30대후반","11320108","05:늦은저녁",99999999,99
"2015","김치","1","20151022","편의점","M","40대초반","11320108","01:오전",99999999,99
"2015","김치","1","20151022","편의점","M","50대초반","11320108","01:오전",99999999,99
"2015","김치","1","20151023","편의점","F","20대초반이하","11320105","02:점심",99999999,99
"2015","김치","1","20151023","편의점","M","20대초반이하","11320105","01:오전",99999999,99
"2015","김치","1","20151023","편의점","M","20대초반이하","11320105","03:오후",99999999,99
"2015","김치","1","20151023","편의점","F","20대후반","11320105","01:오전",99999999,99
"2015","김치","1","20151023","편의점","F","20대후반","11320105","02:점심",99999999,99
"2015","김치","1","20151023","편의점","F","20대후반","11320105","03:오후",99999999,99
"2015","김치","1","20151023","편의점","M","20대후반","11320105","01:오전",99999999,99
"2015","김치","1","20151023","편의점","M","20대후반","11320105","02:점심",99999999,99
"2015","김치","1","20151023","편의점","M","20대후반","11320105","03:오후",99999999,99
"2015","김치","1","20151023","편의점","M","20대후반","11320105","04:저녁",99999999,99
"2015","김치","1","20151023","편의점","M","30대초반","11320105","03:오후",99999999,99
"2015","김치","1","20151023","편의점","F","30대후반","11320105","02:점심",99999999,99
"2015","김치","1","20151023","편의점","M","30대후반","11320105","02:점심",99999999,99
"2015","김치","1","20151023","편의점","F","40대초반","11320105","01:오전",99999999,99
"2015","김치","1","20151023","편의점","M","40대초반","11320105","01:오전",99999999,99
"2015","김치","1","20151023","편의점","F","40대후반","11320105","01:오전",99999999,99
"2015","김치","1","20151023","편의점","M","40대후반","11320105","02:점심",99999999,99
"2015","김치","1","20151023","편의점","F","50대초반","11320105","03:오후",99999999,99
"2015","김치","1","20151023","편의점","F","50대후반","11320105","01:오전",99999999,99
"2015","김치","1","20151023","편의점","F","50대후반","11320105","02:점심",99999999,99
"2015","김치","1","20151023","편의점","M","20대초반이하","11320106","04:저녁",99999999,99
"2015","김치","1","20151023","편의점","F","20대후반","11320106","02:점심",99999999,99
"2015","김치","1","20151023","편의점","F","20대후반","11320106","03:오후",99999999,99
"2015","김치","1","20151023","편의점","M","20대후반","11320106","01:오전",99999999,99
"2015","김치","1","20151023","편의점","M","20대후반","11320106","02:점심",99999999,99
"2015","김치","1","20151023","편의점","M","20대후반","11320106","04:저녁",99999999,99
"2015","김치","1","20151023","편의점","M","20대후반","11320106","05:늦은저녁",99999999,99
"2015","김치","1","20151023","편의점","M","30대초반","11320106","03:오후",99999999,99
"2015","김치","1","20151023","편의점","M","30대후반","11320106","03:오후",99999999,99
